date,open,high,low,close,volume,SMA,EMA,BB_MID,BB_UPPER,BB_LOWER,RSI,CCI,VADER_Compound,TextBlob_Polarity,FinBERT_Label,CryptoBERT_Label,original_preds
2024-12-25,3493.17,3547.95,3440.93,3497,219846.0452,3406.692,3468.795571,3406.692,3576.562808,3236.821192,47.14441417,101.0461107,0,0,0,0,3513.446477
2024-12-26,3497,3514.94,3304.63,3335.05,310170.1719,3405.918,3424.213714,3405.918,3577.047544,3234.788456,32.00964017,-19.65497122,0.4215,0,0,-1,3551.442286
2024-12-27,3335.04,3444.16,3306.6,3333.51,342529.6038,3416.254,3393.979143,3416.254,3560.247259,3272.260741,31.88795933,-68.81054741,0,0,0,1,3407.092894
2024-12-28,3333.51,3428.68,3322.23,3404,175963.613,3412.548,3397.319429,3412.548,3556.658162,3268.437838,44.0557947,-44.86553452,0,0,0,0,3351.676992
2024-12-29,3404.01,3413.78,3326.17,3356.48,156256.8819,3385.208,3383.706286,3385.208,3508.055537,3262.360463,38.29144727,-56.64847805,0,0,0,0,3428.441268
2024-12-30,3356.48,3437.59,3305,3361.84,420794.6476,3358.176,3376.417524,3358.176,3409.239597,3307.112403,39.40921624,-33.72589512,0,0,0,0,3380.102831
2024-12-31,3361.83,3451,3315.59,3337.78,303053.1685,3358.722,3363.538349,3358.722,3408.834338,3308.609662,35.77335571,-16.33788129,0,0,0,0,3383.865544
2025-1-1,3337.78,3374.85,3313.88,3360.38,190238.5861,3364.096,3362.485566,3364.096,3407.563346,3320.628654,42.05075859,-151.1348006,0.5719,0.2,0,-1,3426.565935
2025-1-2,3360.39,3509.99,3354.5,3455.67,338632.8874,3374.43,3393.547044,3374.43,3457.478291,3291.381709,61.75286262,166.6666667,0,0,0.5,0,3433.918788
2025-1-3,3455.68,3630,3423.44,3609.01,334041.0604,3424.936,3465.368029,3424.936,3626.077874,3223.794126,77.28637035,141.976527,0,0,0,0,3540.876658
2025-1-4,3609,3671.6,3572.42,3656.88,229266.3133,3483.944,3529.205353,3483.944,3741.594555,3226.293445,80.39368084,109.8789577,0,0,0,0,3609.884663
2025-1-5,3656.88,3675.25,3593.7,3635.99,155444.1741,3543.586,3564.800235,3543.586,3775.012863,3312.159137,74.81093066,73.44134017,0,0,0,0,3625.257969
2025-1-6,3636,3744.83,3610.63,3687.45,329642.3648,3609,3605.68349,3609,3770.704535,3447.295465,79.24826413,83.83975774,0,0,0,0,3621.604515
2025-1-7,3687.44,3700.86,3356.31,3381.31,541543.2874,3594.128,3530.892327,3594.128,3813.056685,3375.199315,34.30665451,-122.3029093,-0.4939,0,-1,1,3690.308557
2025-1-8,3381.31,3415.1,3208.2,3327.29,584749.9627,3537.784,3463.024885,3537.784,3841.125423,3234.442577,30.49251459,-128.2062885,0,0,0,0,3447.121761
2025-1-9,3327.29,3357.27,3158,3219.2,501818.4247,3450.248,3381.749923,3450.248,3812.48458,3088.01142,23.85819026,-99.08327911,0,0,0,0,3368.519973
2025-1-10,3219.2,3322.49,3193.97,3267.04,454142.1333,3376.458,3343.513282,3376.458,3706.135946,3046.780054,32.03870736,-61.5105486,0,0,0,0,3263.345826
2025-1-11,3267.05,3320.18,3217.56,3282.83,151679.7487,3295.534,3323.285521,3295.534,3405.683516,3185.384484,34.92329723,-41.81575527,0,0,0,0,3273.497672
2025-1-12,3282.83,3300,3224.49,3267.3,164879.9709,3272.732,3304.623681,3272.732,3342.049389,3203.414611,33.19130435,-29.29323496,0,0,0,0,3259.451442
2025-1-13,3267.3,3339,2920,3137.51,845907.5669,3234.776,3248.919121,3234.776,3341.025705,3128.526295,21.86376461,-166.6666667,0,0,0,0,3268.410683
2025-1-14,3137.51,3256.67,3125.65,3225.63,374308.4517,3236.062,3241.15608,3236.062,3341.680249,3130.443751,39.41224154,-33.79275054,0,0,0,0,3153.713071
2025-1-15,3225.63,3473.75,3186.36,3451.52,464188.034,3272.958,3311.277387,3272.958,3478.09202,3067.82398,64.76732668,125.2567157,0,0,0,0,3255.138232
2025-1-16,3451.51,3460.79,3265.44,3308.05,471282.6787,3278.002,3310.201591,3278.002,3485.089884,3070.914116,48.61529329,71.58347368,0.2023,0,0,-1,3461.300222
2025-1-17,3308.04,3525.72,3307.5,3473.63,518550.1813,3319.268,3364.677728,3319.268,3577.334825,3061.201175,62.21080747,88.94121657,0,0,0,0,3380.750541
2025-1-18,3473.64,3494.39,3227,3307.71,634197.1281,3353.308,3345.688485,3353.308,3542.098077,3164.517923,46.72558695,4.527509764,0,0,0,0,3433.95969
2025-1-19,3307.71,3448.99,3130.48,3215.12,1342301.522,3351.206,3302.165657,3351.206,3545.780975,3156.631025,39.81284795,-141.1172459,0.4019,0,1,-1,3340.266427
2025-1-20,3215.2,3453.69,3142.78,3284,1158354.781,3317.702,3296.110438,3317.702,3487.797112,3147.606888,47.09163189,-62.4718219,0,0,0,0,3256.80121
2025-1-21,3283.99,3368,3204.6,3327.54,548706.0513,3321.6,3306.586959,3321.6,3491.524894,3151.675106,51.7064003,-36.82916543,0,0,0,0,3254.607065
2025-1-22,3327.55,3365.99,3222.85,3242.6,349240.7498,3275.394,3285.257972,3275.394,3358.078915,3192.709085,42.63756036,-59.92272477,0,0,0,0,3320.015125
2025-1-23,3242.61,3347.97,3185,3338.21,605592.7225,3281.494,3302.908648,3281.494,3376.410679,3186.577321,53.99150001,30.58434589,0,0,0,0,3244.424403
2025-1-24,3338.22,3428,3275.9,3310.09,451524.2752,3300.488,3305.302432,3300.488,3369.014392,3231.961608,50.32914428,165.6600892,0,0,0,0,3370.878007
2025-1-25,3310.1,3350.68,3268.66,3318.77,208559.0415,3307.442,3309.791621,3307.442,3374.913,3239.971,51.59601038,34.75060696,0,0,0,0,3383.58007
2025-1-26,3318.76,3362,3230,3232.61,272165.469,3288.456,3284.064414,3288.456,3373.703768,3203.208232,39.19286008,-74.05467425,0,0,0,0,3370.863439
2025-1-27,3232.61,3253.91,3020.01,3182.44,753004.7529,3276.424,3250.18961,3276.424,3394.734615,3158.113385,33.35646906,-166.6666667,0.20095,-0.083333333,0,0,3233.150552
2025-1-28,3182.44,3223.01,3040.03,3077.72,350959.7173,3224.326,3192.69974,3224.326,3402.295691,3046.356309,24.02273504,-98.5660192,0,0,0,0,3184.888596
2025-1-29,3077.72,3182.52,3054.06,3113.9,409737.2576,3185.088,3166.43316,3185.088,3356.509932,3013.666068,32.21422421,-64.48020243,0,0,0,0,3122.39495
2025-1-30,3113.9,3283.43,3091.06,3247.39,350639.4823,3170.812,3193.418773,3170.812,3302.640645,3038.983355,54.7262943,42.01255216,0,0,0,0,3135.560944
2025-1-31,3247.38,3437.31,3213.8,3300.99,648681.6561,3184.488,3229.275849,3184.488,3349.207503,3019.768497,61.1946582,140.0314826,0,0,0,0,3272.713808
